time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type
2014-02-10T19:32:01.330Z,-2.4516,121.56,39.74,4.5,mb,,67,1.851,0.55,us,usc000mme3,2014-02-27T18:26:22.000Z,"55km ENE of Malili, Indonesia",earthquake
2014-02-10T19:14:39.620Z,34.0707,139.8934,92.94,5.3,mb,,29,0.955,0.55,us,usc000mmd5,2014-02-15T11:02:43.465Z,"101km S of Tateyama, Japan",earthquake
2014-02-10T19:09:49.900Z,40.3805,-125.6898,22.1,3.4,Ml,,259.2,1.03306258,0.28,nc,nc72161976,2014-03-03T13:57:24.000Z,"122km W of Ferndale, California",earthquake
2014-02-10T19:08:12.960Z,-8.452,124.7409,84.09,4.3,mb,,117,1.376,0.87,us,usc000mxsb,2014-03-03T14:05:27.000Z,"74km NNW of Atambua, Indonesia",earthquake
2014-02-10T18:44:22.760Z,-15.4634,-173.7135,35.62,4.5,mb,,105,2.428,0.79,us,usc000mxsa,2014-03-03T14:12:45.000Z,"53km N of Hihifo, Tonga",earthquake
2014-02-10T18:11:35.410Z,4.4541,95.0104,64.99,4.3,mb,,209,2.077,0.63,us,usc000mxsi,2014-03-03T16:25:00.000Z,"126km SSW of Banda Aceh, Indonesia",earthquake
2014-02-10T18:06:17.860Z,-8.1853,124.536,18.39,5.4,mwb,,40,1.582,0.97,us,usc000mmb5,2014-02-10T22:56:27.000Z,"109km NNW of Atambua, Indonesia",earthquake
2014-02-10T16:39:51.230Z,16.198,-96.0186,10,4,mb,,139,2.791,0.96,us,usc000mm9n,2014-02-11T00:42:53.251Z,"29km N of Santa Maria Xadani, Mexico",earthquake
2014-02-10T16:11:26.330Z,1.5762,127.3847,157.01,4.8,mb,,79,0.799,0.45,us,usc000mm8u,2014-02-11T00:13:53.130Z,"71km WSW of Tobelo, Indonesia",earthquake
2014-02-10T15:25:51.000Z,63.5212,-151.2522,0.7,2.9,ml,,,,0.96,ak,ak11158487,2014-02-10T23:28:31.601Z,"115km W of Cantwell, Alaska",earthquake
2014-02-10T13:15:08.500Z,-21.1886,-174.1433,10,5,mb,,130,7.582,1.52,us,usc000mm5y,2014-02-10T21:17:41.615Z,"85km E of `Ohonua, Tonga",earthquake
2014-02-10T12:57:43.780Z,81.4222,-5.3414,10,4.4,mb,,94,3.87,0.7,us,usc000mm5c,2014-02-10T13:56:26.000Z,"206km E of Nord, Greenland",earthquake
2014-02-10T12:06:45.890Z,40.3474,48.8951,48.86,5.3,mwp,,38,3.185,1.32,us,usc000mm4n,2014-02-11T06:35:59.344Z,"20km S of Marazy, Azerbaijan",earthquake
2014-02-10T11:41:43.390Z,-37.0457,-96.4863,10,5,mb,,50,14.696,0.8,us,usc000mm4j,2014-02-10T19:44:21.221Z,"Southeast of Easter Island",earthquake
2014-02-10T11:22:44.000Z,19.4293,-67.9955,58,3.1,Md,8,273.6,0.98006197,0.14,pr,pr14041007,2014-02-28T08:45:48.000Z,"103km NNE of Punta Cana, Dominican Republic",earthquake
2014-02-10T11:00:10.000Z,-22.174,-68.757,104.5,5.2,mwr,,,,0.88,us,usc000mm3n,2014-02-28T08:33:28.000Z,"37km NNE of Calama, Chile",earthquake
2014-02-10T10:05:00.000Z,61.3365,-147.3984,16,2.5,ml,,,,0.8,ak,ak11158318,2014-02-10T18:07:59.309Z,"60km WNW of Valdez, Alaska",earthquake
2014-02-10T10:04:00.370Z,39.6522,143.4761,30.39,4.8,mb,,135,2.372,0.97,us,usc000mm2t,2014-02-10T18:06:28.003Z,"130km E of Miyako, Japan",earthquake
2014-02-10T09:53:29.400Z,18.839,-67.267,53,2.7,Md,4,302.4,0.39705536,0.15,pr,pr14041005,2014-02-10T17:55:58.303Z,"42km NNW of San Antonio, Puerto Rico",earthquake
2014-02-10T09:38:04.880Z,39.6617,143.4408,30.83,5,mb,,97,2.36,0.69,us,usc000mm2e,2014-02-10T17:40:31.523Z,"127km E of Miyako, Japan",earthquake
2014-02-10T09:30:35.610Z,39.757,143.4049,26.04,4.7,mb,,176,2.263,0.49,us,usc000mm27,2014-02-10T17:33:08.307Z,"125km E of Miyako, Japan",earthquake
2014-02-10T09:22:20.600Z,18.8458,-65.4215,43,2.8,Md,3,309.6,0.55156558,0.05,pr,pr14041006,2014-02-10T17:24:52.567Z,"60km NNE of Luquillo, Puerto Rico",earthquake
2014-02-10T08:37:52.020Z,28.2161,139.9153,416.14,4.7,mb,,53,4.884,0.77,us,usc000mm0w,2014-02-10T16:40:23.370Z,"259km WNW of Chichi-shima, Japan",earthquake
2014-02-10T08:30:24.040Z,35.4751667,-118.2786667,4.1,2.84,ml,32,49,0.2171,0.16,ci,ci11422786,2014-02-11T18:35:02.540Z,"21km S of Weldon, California",earthquake
2014-02-10T07:24:26.530Z,37.0109,71.3928,131.21,4.2,mb,,99,3.077,0.95,us,usc000mlzj,2014-02-10T15:26:59.368Z,"37km NNW of Ishkashim, Tajikistan",earthquake
2014-02-10T06:17:31.200Z,19.2926,-68.0826,163,3.4,Md,7,327.6,1.23159025,0.33,pr,pr14041004,2014-02-10T14:20:11.797Z,"85km NNE of Punta Cana, Dominican Republic",earthquake
2014-02-10T06:01:28.900Z,18.9407,-67.7498,68,3.2,Md,13,234,0.73302527,0.25,pr,pr14041003,2014-02-10T14:03:56.964Z,"79km ENE of Punta Cana, Dominican Republic",earthquake
2014-02-10T05:18:30.000Z,36.2311,-97.7661,5.22,2.7,mb_lg,,139,0.66,1.26,us,usc000mlxh,2014-02-11T04:59:06.912Z,"13km ESE of Waukomis, Oklahoma",earthquake
2014-02-10T04:47:27.200Z,18.548,-66.829,18,2.7,Md,21,208.8,0.21290072,0.31,pr,pr14041001,2014-02-13T00:01:31.000Z,"6km N of Hatillo, Puerto Rico",earthquake
2014-02-10T04:13:44.530Z,-38.4419,-73.2459,38.1,5,mb,,88,3.093,1.04,us,usc000mlx1,2014-02-13T02:53:16.000Z,"29km NNW of Carahue, Chile",earthquake
2014-02-10T02:57:59.000Z,19.3348,-155.1403,7.7,2.8,Ml,,108,0.03593261,0.09,hv,hv60638686,2014-02-11T01:05:15.384Z,"14km SE of Volcano, Hawaii",earthquake
2014-02-10T02:44:47.000Z,67.5662,-146.9938,6.9,3.9,ml,,,,0.52,ak,ak11158154,2014-02-14T18:58:14.728Z,"87km SW of Arctic Village, Alaska",earthquake
2014-02-10T00:48:45.010Z,52.764,-168.414,62.8,3.5,mb,,,,1.67,us,usc000mlx3,2014-03-03T06:27:33.000Z,"36km ESE of Nikolski, Alaska",earthquake
2014-02-09T23:43:22.000Z,57.9678,-154.0218,60.3,2.7,ml,56,50.3999959680003,0.5758201,0.68,ak,ak11158116,2014-02-13T01:33:31.362Z,"47km N of Larsen Bay, Alaska",earthquake
2014-02-09T23:30:25.000Z,62.1376,-149.6678,49.6,2.8,ml,80,25.1999979840002,0.333275,0.56,ak,ak11158109,2014-03-02T23:18:04.000Z,"9km ESE of Y, Alaska",earthquake
2014-02-09T23:24:30.640Z,23.7689,96.0719,51.92,4.1,mb,,98,4.232,0.47,us,usc000mluk,2014-02-10T07:27:00.826Z,"104km NNW of Mogok, Burma",earthquake
2014-02-09T22:02:09.600Z,19.1203,-64.8421,36,3.1,Md,4,338.4,0.90999338,0.23,pr,pr14040018,2014-02-10T00:13:58.297Z,"81km NNW of Road Town, British Virgin Islands",earthquake
2014-02-09T21:53:40.660Z,38.1115,20.3123,13.17,4.3,mb,,93,1.583,1.1,us,usc000mls6,2014-02-10T05:56:09.094Z,"14km SW of Lixourion, Greece",earthquake
2014-02-09T21:19:30.510Z,48.1659,146.5811,458.38,4.2,mb,,90,2.855,0.65,us,usc000mlrp,2014-02-10T05:22:03.273Z,"190km WSW of Vostok, Russia",earthquake
2014-02-09T20:18:19.000Z,56.2965,-153.9437,11.2,3.5,ml,49,197.999984160001,0.2946474,0.67,ak,ak11158079,2014-02-13T01:33:52.248Z,"116km ENE of Chirikof Island, Alaska",earthquake
2014-02-09T19:04:24.900Z,19.9027,-66.2415,63,3.1,Md,18,302.4,1.44269435,0.17,pr,pr14040016,2014-02-10T03:07:02.889Z,"159km N of San Juan, Puerto Rico",earthquake
2014-02-09T18:50:25.000Z,18.788,-65.5998,34,2.5,Md,5,298.8,0.56504031,0.09,pr,pr14040017,2014-02-10T02:52:52.046Z,"47km NNE of Luquillo, Puerto Rico",earthquake
2014-02-09T17:52:59.760Z,-14.9915,-71.813,95.87,5,mb,,121,4.63,1.03,us,usc000mlm2,2014-02-10T01:59:06.461Z,"64km ENE of Orcopampa, Peru",earthquake
2014-02-09T15:39:47.040Z,-6.2683,148.2592,64.82,4.6,mb,,86,3.301,0.99,us,usc000mlkq,2014-02-09T23:42:36.711Z,"56km NE of Finschhafen, Papua New Guinea",earthquake
2014-02-09T15:37:07.790Z,52.7447,-132.2856,14.53,4.3,mb,,107,0.444,0.76,us,usc000mlkm,2014-02-11T16:42:56.000Z,"142km S of Masset, Canada",earthquake
2014-02-09T15:13:14.200Z,19.1291,-64.8414,39,2.5,Md,4,338.4,0.91717991,0.05,pr,pr14040011,2014-02-09T23:15:53.351Z,"82km NNW of Road Town, British Virgin Islands",earthquake
2014-02-09T14:56:40.090Z,-5.9663,154.4271,51.84,5.8,mwb,,28,7.97,0.84,us,usc000mlk4,2014-02-11T19:48:38.000Z,"123km WNW of Panguna, Papua New Guinea",earthquake
2014-02-09T14:33:19.300Z,47.7858,-123.7595,35.3,2.5,Ml,,68.4,0.04491576,0.3,uw,uw60688367,2014-02-10T22:33:20.126Z,"36km N of Quinault Census Designated Place, Washington",earthquake
2014-02-09T13:34:31.030Z,43.6061,146.9365,87.92,4.9,mb,,101,3.203,0.73,us,usc000mliz,2014-02-09T21:37:09.760Z,"27km SE of Shikotan, Russia",earthquake
2014-02-09T13:01:38.500Z,18.8705,-64.3486,31,3,Md,7,338.4,1.04653731,0.15,pr,pr14040010,2014-02-09T21:04:14.684Z,"57km NNE of Road Town, British Virgin Islands",earthquake
2014-02-09T12:45:37.910Z,-0.7332,123.308,43.65,4.6,mb,,66,0.617,1.49,us,usc000mlib,2014-02-23T12:16:19.000Z,"62km ENE of Luwuk, Indonesia",earthquake
2014-02-09T12:43:43.410Z,-0.7307,123.363,46.1,4.7,mb,,64,0.667,1.41,us,usc000mli9,2014-02-23T12:10:10.000Z,"68km ENE of Luwuk, Indonesia",earthquake
2014-02-09T12:12:20.870Z,-17.4172,-69.8972,140.51,4.3,mb,,122,1.728,1.48,us,usc000mli8,2014-02-23T12:05:09.780Z,"15km ENE of Tarata, Peru",earthquake
2014-02-09T12:08:04.620Z,31.6457,141.8989,16.54,4.5,mb,,136,2.293,1.07,us,usc000mvks,2014-02-26T13:18:56.000Z,"253km SE of Hachijo-jima, Japan",earthquake
2014-02-09T11:42:48.000Z,64.4082,-152.6707,9.4,2.5,ml,32,118.799990496001,0.547074,0.64,ak,ak11157955,2014-02-26T13:11:10.000Z,"89km SSW of Tanana, Alaska",earthquake
2014-02-09T11:37:40.680Z,-26.037,-176.8889,143.6,4.3,mb,,152,3.326,0.85,us,usc000mvkr,2014-02-26T13:08:06.188Z,"South of the Fiji Islands",earthquake
2014-02-09T11:05:55.000Z,64.4332,-152.5523,14.1,3.6,ml,75,64.7999948160004,0.5587521,0.61,ak,ak11157944,2014-02-23T12:00:14.970Z,"85km SSW of Tanana, Alaska",earthquake
2014-02-09T11:05:06.200Z,19.0316,-66.8123,56,2.9,Md,11,266.4,0.61175271,0.28,pr,pr14040009,2014-02-26T12:58:06.000Z,"60km N of Hatillo, Puerto Rico",earthquake
2014-02-09T11:03:29.330Z,-30.2578,-177.9609,57.48,4.3,mb,,115,1.009,1.19,us,usc000mvla,2014-02-26T12:55:38.000Z,"109km S of Raoul Island, New Zealand",earthquake
2014-02-09T10:54:53.020Z,38.1488,141.9889,65.23,4.5,mb,,121,3.412,0.96,us,usc000mlhf,2014-02-23T11:48:17.040Z,"67km ESE of Ishinomaki, Japan",earthquake
2014-02-09T10:54:48.900Z,14.445,-60.667,16.8,4.3,mb,,,,1.25,us,usc000mvkp,2014-02-28T06:48:19.000Z,"21km ESE of Le Vauclin, Martinique",earthquake
2014-02-09T09:05:17.440Z,24.8578,123.687,98.99,4.7,mb,,45,0.727,0.96,us,usc000mvkn,2014-02-26T12:37:40.000Z,"74km NW of Ishigaki, Japan",earthquake
2014-02-09T08:50:52.000Z,54.4067,-164.7122,98.2,2.5,ml,16,183.599985312001,0.08623827,0.39,ak,ak11157920,2014-02-13T01:30:35.905Z,"75km ENE of Akutan, Alaska",earthquake
2014-02-09T08:44:27.200Z,40.5043,-125.5232,2.4,2.7,Md,,309.6,0.90729844,0.3,nc,nc72160511,2014-02-21T08:01:09.838Z,"106km W of Ferndale, California",earthquake
2014-02-09T08:23:02.990Z,38.2397,20.2664,10.92,4.8,mb,,90,1.689,1.47,us,usc000mlfi,2014-02-09T08:55:01.791Z,"15km WNW of Lixourion, Greece",earthquake
2014-02-09T08:15:17.200Z,20.588,-156.6053,32.3,2.7,Md,,237.6,0.31441035,0.22,hv,hv60638336,2014-02-10T20:11:13.884Z,"26km SSW of Kihei, Hawaii",earthquake
2014-02-09T08:14:50.780Z,14.6344,-93.7779,34.71,4.4,mb,,136,2.019,1.19,us,usc000mlfa,2014-02-09T16:17:29.462Z,"129km SW of Mapastepec, Mexico",earthquake
2014-02-09T06:02:29.540Z,9.9166,-71.6255,28.09,4.4,mb,,65,1.417,1.21,us,usc000mldc,2014-02-09T07:24:51.467Z,"46km WSW of Lagunillas, Venezuela",earthquake
2014-02-09T05:43:41.000Z,51.7444,-175.4463,54,2.8,ml,15,215.999982720001,0.3808857,0.24,ak,ak11157867,2014-02-13T01:31:17.349Z,"84km E of Adak, Alaska",earthquake
2014-02-09T05:29:04.170Z,14.7445,-93.6806,35.2,4.4,mb,,150,1.934,1.01,us,usc000mld2,2014-02-09T13:31:38.092Z,"113km SW of Mapastepec, Mexico",earthquake
2014-02-09T05:24:03.400Z,19.0351,-64.519,59,2.7,Md,4,306,0.62073586,0.17,pr,pr14040006,2014-02-09T13:27:11.792Z,"69km N of Road Town, British Virgin Islands",earthquake
2014-02-09T05:10:34.800Z,18.6574,-65.122,74,2.7,Md,5,234,0.37908905,0.1,pr,pr14040005,2014-02-09T13:13:06.026Z,"40km NNW of Charlotte Amalie, U.S. Virgin Islands",earthquake
2014-02-09T04:57:03.210Z,-55.5366,-28.436,13.63,4.9,mb,,126,4.813,0.33,us,usc000mlct,2014-02-09T12:59:37.236Z,"150km NNW of Visokoi Island, ",earthquake
2014-02-09T04:55:14.220Z,35.9039,-97.2812,5.04,2.8,mb_lg,,105,0.261,1.01,us,usc000mlcl,2014-02-10T01:36:41.389Z,"5km SSW of Langston, Oklahoma",earthquake
2014-02-09T04:09:17.400Z,18.743,-65.5828,42,2.9,Md,10,212.4,0.51832792,0.15,pr,pr14040003,2014-02-09T12:11:43.813Z,"43km NNE of Luquillo, Puerto Rico",earthquake
2014-02-09T04:07:00.760Z,-22.0081,-69.8181,78.34,4.3,mb,,122,0.446,0.52,us,usc000mlc4,2014-02-09T04:59:13.839Z,"40km ENE of Tocopilla, Chile",earthquake
2014-02-09T02:39:24.800Z,18.6912,-65.6224,51,3.2,Md,14,273.6,0.47161552,0.25,pr,pr14040000,2014-02-23T00:58:25.000Z,"36km NNE of Luquillo, Puerto Rico",earthquake
2014-02-09T02:38:19.400Z,18.7604,-65.5952,35,2.6,Md,11,252,0.53898917,0.18,pr,pr14040002,2014-02-23T00:51:31.000Z,"44km NNE of Luquillo, Puerto Rico",earthquake
2014-02-09T02:37:30.100Z,18.9785,-64.7127,47,2.6,Md,3,342,0.8578911,0.1,pr,pr14040001,2014-02-21T06:14:37.000Z,"63km N of Road Town, British Virgin Islands",earthquake
2014-02-09T02:18:49.410Z,-17.9341,-178.4272,577.24,4.2,mb,,182,3.358,0.87,us,usc000mvki,2014-02-23T00:44:30.173Z,"287km SE of Lambasa, Fiji",earthquake
2014-02-09T02:16:02.000Z,35.893,-97.292,5,4.1,mwr,,,,0.88,us,usc000mlar,2014-02-23T00:25:42.935Z,"6km SSW of Langston, Oklahoma",earthquake
2014-02-09T01:26:36.920Z,-4.4156,142.3527,116.85,4.5,mb,,45,5.532,0.67,us,usc000mlah,2014-02-22T23:42:48.000Z,"58km WSW of Ambunti, Papua New Guinea",earthquake
2014-02-09T00:52:57.780Z,36.3813,69.6367,172.9,4.2,mb,,64,1.899,1.07,us,usc000mlac,2014-02-09T08:55:23.161Z,"29km SW of Farkhar, Afghanistan",earthquake
2014-02-08T23:39:43.000Z,66.816,-136.5526,18.5,2.6,ml,9,151.199987904001,0.450056,1.08,ak,ak11161246,2014-02-12T02:11:02.778Z,"100km SW of Fort McPherson, Canada",earthquake
2014-02-08T23:16:42.190Z,55.1594,162.6744,48.34,4.6,mb,,101,3.193,1.05,us,usc000ml9j,2014-02-09T07:19:16.877Z,"119km S of Ust'-Kamchatsk Staryy, Russia",earthquake
2014-02-08T23:03:58.400Z,36.7687,-121.2815,8.3,3,Ml,,28.8,0.04491576,0.08,nc,nc72160116,2014-03-03T04:07:59.000Z,"8km ESE of Ridgemark, California",earthquake
2014-02-08T22:34:51.250Z,18.3339,146.3507,85.93,4.6,mb,,32,1.713,0.78,us,usc000ml8l,2014-02-09T06:37:17.920Z,"65km ENE of Pagan, Northern Mariana Islands",earthquake
2014-02-08T22:23:25.440Z,-20.4475,-178.1216,538.06,4.6,mb,,90,4.506,0.77,us,usc000ml88,2014-02-09T06:25:53.387Z,"64km ENE of Ndoi Island, Fiji",earthquake
2014-02-08T22:09:18.300Z,17.8693,-67.2379,8,2.5,Md,12,284.4,0.182358,0.57,pr,pr14039011,2014-03-03T03:54:47.000Z,"12km SSW of Pole Ojea, Puerto Rico",earthquake
2014-02-08T19:58:11.000Z,-30.129,-69.029,123,4.5,mb,,,,0.85,us,usc000mvjl,2014-03-01T11:42:44.000Z,"29km WNW of San Jose de Jachal, Argentina",earthquake
2014-02-08T19:50:36.660Z,-60.4348,-45.2395,18.25,6,mb,,53,7.767,1.1,us,usc000ml4s,2014-02-11T20:13:40.000Z,"Scotia Sea",earthquake
2014-02-08T19:14:48.400Z,-15.1752,167.5266,135.55,4.5,mb,,200,0.412,0.94,us,usc000ml44,2014-02-09T13:27:33.000Z,"53km ESE of Port-Olry, Vanuatu",earthquake
2014-02-08T18:13:07.950Z,34.0711667,-118.289,9.22,2.93,ml,108,39,0.006555,0.18,ci,ci11422298,2014-02-12T17:13:14.501Z,"4km WNW of Los Angeles, California",earthquake
2014-02-08T17:44:54.100Z,39.82,-123.1803,7.8,3,Md,,28.8,0.07186522,0.15,nc,nc72159811,2014-02-12T04:02:18.515Z,"6km ENE of Covelo, California",earthquake
2014-02-08T17:41:00.680Z,36.5127,18.939,34.29,4.6,mb,,165,2.485,1.36,us,usc000ml2a,2014-02-11T14:50:39.144Z,"214km SW of Mouzaki, Greece",earthquake
2014-02-08T17:21:23.800Z,19.1103,-65.267,33,2.8,Md,13,252,0.79860229,0.15,pr,pr14039010,2014-02-11T14:41:59.000Z,"89km N of Culebra, Puerto Rico",earthquake
2014-02-08T17:12:53.270Z,38.2829,20.3439,45.38,4.4,mb,,113,1.669,1.21,us,usc000ml17,2014-02-11T14:34:25.195Z,"11km NW of Lixourion, Greece",earthquake
2014-02-08T15:50:30.000Z,51.3941,-175.4376,23.8,2.7,ml,12,244.799980416002,0.6629567,0.34,ak,ak11161223,2014-02-12T02:29:37.263Z,"100km ESE of Adak, Alaska",earthquake
2014-02-08T15:30:38.000Z,51.4432,-175.3472,45.6,2.9,ml,18,241.199980704002,0.6485836,0.43,ak,ak11157531,2014-02-12T02:33:23.513Z,"102km ESE of Adak, Alaska",earthquake
2014-02-08T15:22:38.100Z,18.7488,-68.9769,136,3.5,Md,9,345.6,0.61085439,0.21,pr,pr14039009,2014-02-08T23:25:09.986Z,"6km ESE of Santa Cruz de El Seibo, Dominican Republic",earthquake
2014-02-08T13:33:57.400Z,19.0611,-66.5605,45,2.8,Md,6,280.8,0.58031167,0.28,pr,pr14039008,2014-02-08T21:36:43.444Z,"66km N of Tierras Nuevas Poniente, Puerto Rico",earthquake
2014-02-08T12:12:46.810Z,43.9484,148.0548,50.4,4.6,mb,,170,4.079,0.68,us,usc000mky2,2014-02-08T20:15:20.411Z,"108km E of Shikotan, Russia",earthquake
2014-02-08T11:32:48.770Z,-23.5907,-114.6442,10,4.7,mb,,160,28.463,0.51,us,usc000mkxj,2014-02-09T13:01:25.466Z,"Easter Island region",earthquake
2014-02-08T09:14:50.000Z,56.9234,-156.0752,61.9,3.4,ml,68,79.1999936640005,0.7231438,0.85,ak,ak11157414,2014-02-12T02:42:06.693Z,"125km NNW of Chirikof Island, Alaska",earthquake
2014-02-08T08:21:35.520Z,-6.0026,103.7329,59.09,4.3,mb,,188,1.805,0.57,us,usc000mvj9,2014-02-26T12:25:53.000Z,"81km SSW of Biha, Indonesia",earthquake
2014-02-08T07:02:45.880Z,-15.5941,167.5603,96.5,4.5,mb,,134,0.374,0.95,us,usc000mvj7,2014-02-26T12:18:04.000Z,"42km E of Luganville, Vanuatu",earthquake
2014-02-08T06:32:48.080Z,18.7719,145.1712,285.9,4.1,mb,,121,18.021,0.42,us,usc000mvj5,2014-02-26T12:12:33.000Z,"52km W of Agrihan, Northern Mariana Islands",earthquake
2014-02-08T06:29:46.200Z,18.0611,-65.43,18,3,Md,17,144,0.12217088,0.2,pr,pr14039002,2014-02-26T12:00:06.000Z,"5km SE of Esperanza, Puerto Rico",earthquake
2014-02-08T06:16:25.880Z,26.1471,128.1546,13.83,4.5,mb,,112,0.694,0.8,us,usc000mvj6,2014-02-26T11:56:54.000Z,"35km SE of Haebaru, Japan",earthquake
2014-02-08T05:40:13.360Z,-9.6785,159.6647,40.92,5.1,mb,,78,9.326,1.16,us,usc000mkv5,2014-02-23T11:35:42.000Z,"41km SW of Honiara, Solomon Islands",earthquake
2014-02-08T04:42:18.840Z,31.1185,-115.7905,7,3,ml,,315,1.056,1.15,us,usc000mmlx,2014-02-22T04:03:28.851Z,"39km NE of Camalu, Mexico",earthquake
2014-02-08T04:29:51.400Z,18.9249,-64.2555,29,2.8,Md,5,324,0.61085439,0.27,pr,pr14039004,2014-02-21T06:09:25.000Z,"67km NE of Road Town, British Virgin Islands",earthquake
2014-02-08T04:26:42.540Z,8.7287,92.067,30.02,4,mb,,206,2.983,0.51,us,usc000mvj2,2014-02-22T01:30:20.000Z,"161km WNW of Mohean, India",earthquake
2014-02-08T04:11:37.400Z,19.0335,-66.8898,22,2.7,Md,7,284.4,0.60097293,0.2,pr,pr14039003,2014-02-21T06:04:33.000Z,"60km NNE of Isabela, Puerto Rico",earthquake
2014-02-08T02:43:49.550Z,29.2441,143.0205,9.99,4.4,mb,,146,2.264,0.8,us,usc000mvj0,2014-02-22T01:17:01.232Z,"252km NNE of Chichi-shima, Japan",earthquake
2014-02-08T02:34:23.060Z,37.0857,141.12,51.91,5,mb,,111,2.398,0.53,us,usc000mktr,2014-02-22T01:18:06.658Z,"21km E of Iwaki, Japan",earthquake
2014-02-08T02:26:50.710Z,-22.4506,-67.4028,165.58,4.5,mb,,67,1.403,1.06,us,usc000mkts,2014-02-22T01:17:45.366Z,"98km ENE of San Pedro de Atacama, Chile",earthquake
2014-02-08T02:08:11.980Z,52.4025,177.9686,44.41,3,ml,,178,2.382,0.25,us,usc000mnmr,2014-02-21T04:12:44.411Z,"41km NE of Kiska Volcano, Alaska",earthquake
2014-02-08T01:58:03.800Z,18.9533,-65.3322,6,2.6,Md,3,320.4,0.64319374,0.18,pr,pr14039000,2014-02-08T10:00:41.725Z,"72km N of Culebra, Puerto Rico",earthquake
2014-02-08T01:28:23.970Z,-66.6875,108.1001,14.77,4.2,mb,,147,1.059,0.52,us,usc000mviz,2014-02-22T01:16:17.173Z,"117km WSW of Casey Station, Antarctica",earthquake
2014-02-08T01:11:19.470Z,39.7877,54.1393,5.44,4.7,mb,,47,3.617,0.85,us,usc000mksz,2014-02-22T00:59:47.715Z,"36km NNW of Balkanabat, Turkmenistan",earthquake
2014-02-08T00:16:13.400Z,37.1481,71.4618,134.21,4.4,mb,,52,2.95,1.32,us,usc000mkrw,2014-02-08T08:18:47.378Z,"34km WSW of Roshtqal'a, Tajikistan",earthquake
2014-02-07T23:16:01.410Z,31.7856667,-114.99,0.03,2.92,ml,6,192,0.6862,0.13,ci,ci11422002,2014-02-08T01:11:10.000Z,"45km S of Estacion Coahuila, Mexico",earthquake
2014-02-07T22:29:39.000Z,18.6399,-65.0654,30,3,Md,14,309.6,0.38986883,0.21,pr,pr14038006,2014-02-08T06:32:10.503Z,"35km NNW of Charlotte Amalie, U.S. Virgin Islands",earthquake
2014-02-07T22:03:29.000Z,61.3417,-147.2861,18.6,2.5,ml,,,,0.79,ak,ak11157234,2014-03-03T00:01:16.000Z,"55km WNW of Valdez, Alaska",earthquake
2014-02-07T21:51:51.730Z,32.1738333,-115.7841667,11.57,3.65,ml,27,162,0.2185,0.32,ci,ci11421970,2014-02-08T05:54:21.987Z,"48km SSW of Progreso, Mexico",earthquake
2014-02-07T21:48:27.000Z,56.3679,-157.7988,58.3,3.2,ml,,,,0.4,ak,ak11157228,2014-02-08T05:51:05.101Z,"60km ENE of Chignik Lake, Alaska",earthquake
2014-02-07T21:08:31.000Z,58.8203,-152.8652,66.1,2.7,ml,,,,0.62,ak,ak11157211,2014-03-03T06:36:29.000Z,"116km SW of Homer, Alaska",earthquake
2014-02-07T20:49:53.000Z,43.6376,-99.0735,14.25,2.9,mb_lg,,77,0.809,1.03,us,usc000mkjh,2014-02-08T04:52:24.605Z,"28km SE of Chamberlain, South Dakota",earthquake
2014-02-07T20:37:10.980Z,6.7028,-72.9612,158.55,5.5,mb,,23,2.284,0.9,us,usc000mkir,2014-02-10T02:12:51.000Z,"6km E of Aratoca, Colombia",earthquake
2014-02-07T20:14:04.000Z,53.6582,-164.8159,43.9,2.6,ml,,,,1.89,us,usc000mkis,2014-02-08T17:22:57.277Z,"82km SE of Akutan, Alaska",earthquake
2014-02-07T19:59:54.000Z,61.7401,-151.6005,75.3,3.1,ml,,,,0.86,ak,ak11157044,2014-02-08T17:15:51.000Z,"82km W of Willow, Alaska",earthquake
2014-02-07T19:43:31.450Z,26.5253,57.6144,13.47,4.3,mb,,53,2.023,0.9,us,usc000mkh2,2014-02-08T17:11:03.000Z,"86km SE of Minab, Iran",earthquake
2014-02-07T18:26:04.950Z,-23.1927,-179.7762,543.11,4.8,mb,,111,5.789,1.05,us,usc000mkes,2014-02-08T17:03:40.000Z,"South of the Fiji Islands",earthquake
2014-02-07T17:39:07.120Z,-38.1669,-74.8616,36.53,4.4,mb,,150,3.935,0.95,us,usc000mki7,2014-02-08T16:49:49.000Z,"122km WSW of Lebu, Chile",earthquake
2014-02-07T17:18:35.250Z,37.5955,141.3634,67.78,5.2,mb,,36,2.733,0.72,us,usc000mkcq,2014-02-08T17:03:07.000Z,"34km ENE of Namie, Japan",earthquake
2014-02-07T17:01:24.400Z,38.2852,20.39,13.6,4.2,mb,,,,1.03,us,usc000mk9i,2014-02-08T15:29:37.000Z,"9km NNW of Lixourion, Greece",earthquake
2014-02-07T16:56:38.020Z,-30.5732,-177.7853,7.11,5,mb,,184,1.329,1.15,us,usc000mkag,2014-02-08T00:59:16.446Z,"142km NE of L'Esperance Rock, New Zealand",earthquake
2014-02-07T16:24:42.600Z,23.9848,122.6166,4.25,4.5,mb,,101,0.6,1.08,us,usc000mk8n,2014-03-03T18:34:00.000Z,"66km SW of Yonakuni, Japan",earthquake
